Date,Singapore,United Kingdom,United States
2020/9/21,50.93,65.74,62.5
2020/9/22,50.93,65.74,62.5
2020/9/23,50.93,65.74,62.5
2020/9/24,50.93,67.59,62.5
2020/9/25,50.93,67.59,62.5
2020/9/26,50.93,67.59,62.5
2020/9/27,50.93,67.59,62.5
2020/9/28,50.93,67.59,62.5
2020/9/29,50.93,67.59,62.5
2020/9/30,50.93,67.59,62.5
2020/10/1,45.37,67.59,62.5
2020/10/2,45.37,67.59,62.5
2020/10/3,45.37,67.59,62.5
2020/10/4,45.37,67.59,62.5
2020/10/5,45.37,67.59,62.5
2020/10/6,45.37,67.59,62.5
2020/10/7,45.37,67.59,62.5
2020/10/8,45.37,67.59,62.5
2020/10/9,45.37,67.59,62.5
2020/10/10,45.37,67.59,62.5
2020/10/11,45.37,67.59,62.5
2020/10/12,45.37,60.19,62.5
2020/10/13,45.37,60.19,66.2
2020/10/14,45.37,60.19,66.2
2020/10/15,45.37,60.19,66.2
2020/10/16,45.37,60.19,66.2
2020/10/17,45.37,60.19,66.2
2020/10/18,45.37,60.19,66.2
2020/10/19,45.37,65.74,66.2
2020/10/20,45.37,65.74,66.2
2020/10/21,45.37,65.74,66.2
2020/10/22,45.37,67.59,66.2
2020/10/23,45.37,75,66.2
2020/10/24,45.37,75,66.2
2020/10/25,45.37,75,66.2
2020/10/26,45.37,75,62.5
2020/10/27,45.37,75,62.5
2020/10/28,45.37,75,62.5
2020/10/29,45.37,75,62.5
2020/10/30,45.37,75,62.5
2020/10/31,45.37,75,62.5
2020/11/1,45.37,75,62.5
2020/11/2,45.37,75,62.5
2020/11/3,45.37,75,62.5
2020/11/4,45.37,75,62.5
2020/11/5,45.37,75,62.5
2020/11/6,45.37,72.22,62.5
2020/11/7,45.37,72.22,62.5
2020/11/8,45.37,72.22,62.5
2020/11/9,45.37,66.67,65.28
2020/11/10,45.37,64.81,65.28
2020/11/11,45.37,64.81,65.28
2020/11/12,45.37,64.81,65.28
2020/11/13,45.37,64.81,65.28
2020/11/14,45.37,64.81,65.28
2020/11/15,45.37,64.81,65.28
2020/11/16,45.37,64.81,75.46
2020/11/17,45.37,64.81,75.46
2020/11/18,45.37,64.81,75.46
2020/11/19,45.37,64.81,75.46
2020/11/20,45.37,67.59,75.46
2020/11/21,45.37,67.59,75.46
2020/11/22,45.37,67.59,75.46
2020/11/23,45.37,67.59,75.46
2020/11/24,45.37,67.59,75.46
2020/11/25,45.37,67.59,75.46
2020/11/26,45.37,67.59,75.46
2020/11/27,45.37,67.59,75.46
2020/11/28,45.37,67.59,75.46
2020/11/29,45.37,67.59,75.46
2020/11/30,45.37,67.59,75.46
2020/12/1,45.37,67.59,75.46
2020/12/2,45.37,67.59,71.76
2020/12/3,45.37,63.89,71.76
2020/12/4,45.37,63.89,71.76
2020/12/5,45.37,63.89,71.76
2020/12/6,45.37,63.89,71.76
2020/12/7,45.37,63.89,71.76
2020/12/8,45.37,67.59,71.76
2020/12/9,45.37,67.59,71.76
2020/12/10,45.37,67.59,71.76
2020/12/11,45.37,67.59,71.76
2020/12/12,45.37,67.59,71.76
2020/12/13,45.37,67.59,71.76
2020/12/14,50.93,73.15,71.76
2020/12/15,50.93,73.15,71.76
2020/12/16,50.93,73.15,71.76
2020/12/17,50.93,73.15,71.76
2020/12/18,50.93,73.15,71.76
2020/12/19,50.93,76.85,71.76
2020/12/20,50.93,76.85,71.76
2020/12/21,50.93,76.85,71.76
2020/12/22,50.93,76.85,71.76
2020/12/23,50.93,76.85,71.76
2020/12/24,50.93,79.63,71.76
2020/12/25,50.93,75.46,71.76
2020/12/26,50.93,79.63,71.76
2020/12/27,50.93,79.63,71.76
2020/12/28,45.37,79.63,71.76
2020/12/29,45.37,79.63,71.76
2020/12/30,45.37,79.63,71.76
2020/12/31,45.37,79.63,71.76
2021/1/1,45.37,79.63,71.76
2021/1/2,45.37,79.63,71.76
2021/1/3,45.37,79.63,71.76
2021/1/4,45.37,79.63,71.76
2021/1/5,45.37,87.96,71.76
2021/1/6,45.37,87.96,71.76
2021/1/7,45.37,87.96,71.76
2021/1/8,45.37,87.96,71.76
2021/1/9,45.37,87.96,71.76
2021/1/10,45.37,87.96,71.76
2021/1/11,45.37,87.96,71.76
2021/1/12,45.37,87.96,71.76
2021/1/13,45.37,87.96,71.76
2021/1/14,45.37,87.96,71.76
2021/1/15,50.93,87.96,71.76
2021/1/16,50.93,87.96,71.76
2021/1/17,50.93,87.96,71.76
2021/1/18,50.93,87.96,71.76
2021/1/19,50.93,87.96,71.76
2021/1/20,50.93,87.96,71.76
2021/1/21,50.93,87.96,71.76
2021/1/22,50.93,87.96,71.76
2021/1/23,50.93,87.96,71.76
2021/1/24,50.93,87.96,71.76
2021/1/25,50.93,87.96,71.76
2021/1/26,50.93,87.96,71.76
2021/1/27,50.93,87.96,71.76
2021/1/28,50.93,87.96,71.76
2021/1/29,50.93,87.96,71.76
2021/1/30,50.93,87.96,71.76
2021/1/31,50.93,87.96,71.76
2021/2/1,50.93,87.96,71.76
2021/2/2,50.93,87.96,71.76
2021/2/3,50.93,87.96,68.06
2021/2/4,50.93,87.96,68.06
2021/2/5,50.93,87.96,68.06
2021/2/6,50.93,87.96,68.06
2021/2/7,50.93,87.96,68.06
2021/2/8,50.93,87.96,68.06
2021/2/9,50.93,87.96,68.06
2021/2/10,50.93,87.96,68.06
2021/2/11,50.93,87.96,68.06
2021/2/12,50.93,87.96,68.06
2021/2/13,50.93,87.96,68.06
2021/2/14,50.93,87.96,68.06
2021/2/15,50.93,87.96,68.06
2021/2/16,50.93,87.96,68.06
2021/2/17,50.93,87.96,68.06
2021/2/18,50.93,87.96,68.06
2021/2/19,50.93,87.96,68.06
2021/2/20,50.93,87.96,68.06
2021/2/21,50.93,87.96,68.06
2021/2/22,50.93,86.11,68.06
2021/2/23,50.93,86.11,68.06
2021/2/24,50.93,86.11,68.06
2021/2/25,50.93,86.11,68.06
2021/2/26,50.93,86.11,68.06
2021/2/27,50.93,86.11,68.06
2021/2/28,50.93,86.11,68.06
2021/3/1,50.93,86.11,68.06
2021/3/2,50.93,86.11,68.06
2021/3/3,50.93,86.11,68.06
2021/3/4,50.93,86.11,64.35
2021/3/5,50.93,86.11,64.35
2021/3/6,50.93,86.11,64.35
2021/3/7,50.93,86.11,64.35
2021/3/8,50.93,82.41,64.35
2021/3/9,50.93,82.41,64.35
2021/3/10,50.93,82.41,64.35
2021/3/11,50.93,82.41,64.35
2021/3/12,50.93,82.41,64.35
2021/3/13,50.93,80.56,64.35
2021/3/14,50.93,80.56,64.35
2021/3/15,50.93,78.7,64.35
2021/3/16,50.93,78.7,64.35
2021/3/17,50.93,78.7,64.35
2021/3/18,50.93,78.7,64.35
2021/3/19,50.93,78.7,64.35
2021/3/20,50.93,78.7,64.35
2021/3/21,50.93,78.7,64.35
2021/3/22,50.93,78.7,66.2
2021/3/23,50.93,78.7,61.57
2021/3/24,50.93,78.7,61.57
2021/3/25,50.93,78.7,61.57
2021/3/26,50.93,78.7,61.57
2021/3/27,50.93,70.37,61.57
2021/3/28,50.93,70.37,61.57
2021/3/29,50.93,70.37,58.8
2021/3/30,50.93,70.37,56.94
2021/3/31,50.93,70.37,56.94
2021/4/1,50.93,70.37,56.94
2021/4/2,50.93,70.37,56.94
2021/4/3,50.93,70.37,56.94
2021/4/4,50.93,70.37,56.94
2021/4/5,50.93,70.37,56.94
2021/4/6,50.93,70.37,56.94
2021/4/7,50.93,70.37,56.94
2021/4/8,50.93,70.37,56.94
2021/4/9,50.93,70.37,56.94
2021/4/10,50.93,70.37,56.94
2021/4/11,50.93,70.37,56.94
2021/4/12,50.93,61.11,56.94
2021/4/13,50.93,61.11,56.94
2021/4/14,50.93,61.11,56.94
2021/4/15,50.93,61.11,56.94
2021/4/16,50.93,61.11,56.94
2021/4/17,50.93,61.11,56.94
2021/4/18,50.93,61.11,56.94
2021/4/19,50.93,61.11,56.94
2021/4/20,50.93,61.11,56.94
2021/4/21,50.93,61.11,56.94
2021/4/22,50.93,61.11,56.94
2021/4/23,50.93,61.11,56.94
2021/4/24,50.93,61.11,56.94
2021/4/25,50.93,61.11,56.94
2021/4/26,50.93,61.11,56.94
2021/4/27,50.93,61.11,56.94
2021/4/28,50.93,61.11,56.94
2021/4/29,50.93,61.11,56.94
2021/4/30,50.93,61.11,56.94
2021/5/1,50.93,61.11,56.94
2021/5/2,50.93,61.11,56.94
2021/5/3,50.93,59.72,56.94
2021/5/4,52.78,59.72,56.94
2021/5/5,52.78,59.72,56.94
2021/5/6,52.78,59.72,56.94
2021/5/7,52.78,59.72,56.94
2021/5/8,52.78,59.72,56.94
2021/5/9,52.78,59.72,52.31
2021/5/10,52.78,59.72,52.31
2021/5/11,52.78,59.72,52.31
2021/5/12,52.78,59.72,52.31
2021/5/13,52.78,59.72,52.31
2021/5/14,52.78,59.72,52.31
2021/5/15,52.78,59.72,52.31
2021/5/16,52.78,59.72,52.31
2021/5/17,52.78,62.5,52.31
2021/5/18,52.78,62.5,52.31
2021/5/19,58.33,62.5,52.31
2021/5/20,58.33,62.5,52.31
2021/5/21,58.33,62.5,52.31
2021/5/22,58.33,62.5,52.31
2021/5/23,58.33,62.5,46.76
2021/5/24,58.33,62.5,46.76
2021/5/25,58.33,62.5,46.76
2021/5/26,58.33,62.5,46.76
2021/5/27,58.33,62.5,46.76
2021/5/28,58.33,62.5,46.76
2021/5/29,58.33,62.5,46.76
2021/5/30,58.33,62.5,46.76
2021/5/31,58.33,62.5,46.76
2021/6/1,58.33,62.5,46.76
2021/6/2,58.33,62.5,46.76
2021/6/3,58.33,62.5,46.76
2021/6/4,58.33,62.5,46.76
2021/6/5,58.33,51.39,46.76
2021/6/6,58.33,51.39,46.76
2021/6/7,58.33,51.39,46.76
2021/6/8,58.33,51.39,46.76
2021/6/9,58.33,51.39,46.76
2021/6/10,58.33,51.39,46.76
2021/6/11,58.33,51.39,46.76
2021/6/12,58.33,51.39,46.76
2021/6/13,58.33,51.39,46.76
2021/6/14,58.33,51.39,58.8
2021/6/15,58.33,51.39,58.8
2021/6/16,58.33,51.39,58.8
2021/6/17,58.33,51.39,58.8
2021/6/18,58.33,51.39,58.8
2021/6/19,58.33,51.39,58.8
2021/6/20,58.33,51.39,58.8
2021/6/21,58.33,51.39,61.57
2021/6/22,58.33,51.39,61.57
2021/6/23,58.33,51.39,61.57
2021/6/24,58.33,51.39,61.57
2021/6/25,58.33,51.39,61.57
2021/6/26,58.33,51.39,61.57
2021/6/27,58.33,51.39,61.57
2021/6/28,54.63,51.39,61.57
2021/6/29,54.63,51.39,61.57
2021/6/30,54.63,51.39,61.57
2021/7/1,54.63,51.39,61.57
2021/7/2,54.63,51.39,61.57
2021/7/3,54.63,51.39,61.57
2021/7/4,54.63,51.39,61.57
2021/7/5,54.63,51.39,61.57
2021/7/6,50.93,51.39,61.57
2021/7/7,50.93,51.39,61.57
2021/7/8,50.93,51.39,49.54
2021/7/9,50.93,51.39,49.54
2021/7/10,50.93,51.39,49.54
2021/7/11,50.93,51.39,49.54
2021/7/12,50.93,51.39,49.54
2021/7/13,50.93,51.39,49.54
2021/7/14,50.93,51.39,49.54
2021/7/15,50.93,51.39,49.54
2021/7/16,50.93,51.39,49.54
2021/7/17,50.93,51.39,49.54
2021/7/18,50.93,51.39,49.54
2021/7/19,50.93,43.98,49.54
2021/7/20,50.93,43.98,49.54
2021/7/21,50.93,43.98,49.54
2021/7/22,50.93,43.98,49.54
2021/7/23,50.93,43.98,49.54
2021/7/24,50.93,43.98,49.54
2021/7/25,50.93,43.98,49.54
2021/7/26,50.93,43.98,49.54
2021/7/27,50.93,43.98,49.54
2021/7/28,50.93,43.98,49.54
2021/7/29,50.93,43.98,49.54
2021/7/30,50.93,43.98,49.54
2021/7/31,50.93,43.98,49.54
2021/8/1,50.93,43.98,49.54
2021/8/2,50.93,43.98,49.54
2021/8/3,50.93,43.98,49.54
2021/8/4,50.93,43.98,49.54
2021/8/5,50.93,43.98,49.54
2021/8/6,50.93,43.98,49.54
2021/8/7,50.93,43.98,49.54
2021/8/8,50.93,43.98,49.54
2021/8/9,50.93,43.98,49.54
2021/8/10,47.22,43.98,56.02
2021/8/11,47.22,43.98,56.02
2021/8/12,47.22,43.98,56.02
2021/8/13,47.22,43.98,56.02
2021/8/14,47.22,43.98,56.02
2021/8/15,47.22,43.98,56.02
2021/8/16,47.22,43.98,56.02
2021/8/17,47.22,43.98,56.02
2021/8/18,47.22,43.98,56.02
2021/8/19,47.22,43.98,56.02
2021/8/20,47.22,43.98,56.02
2021/8/21,47.22,43.98,56.02
2021/8/22,47.22,43.98,56.02
2021/8/23,47.22,43.98,56.02
2021/8/24,47.22,43.98,56.02
2021/8/25,47.22,43.98,56.02
2021/8/26,47.22,43.98,56.02
2021/8/27,47.22,43.98,56.02
2021/8/28,47.22,43.98,56.02
2021/8/29,47.22,43.98,56.02
2021/8/30,47.22,43.98,57.87
2021/8/31,47.22,43.98,57.87
2021/9/1,47.22,43.98,57.87
2021/9/2,47.22,43.98,57.87
2021/9/3,47.22,43.98,57.87
2021/9/4,47.22,43.98,57.87
2021/9/5,47.22,43.98,57.87
2021/9/6,47.22,43.98,57.87
2021/9/7,47.22,43.98,57.87
2021/9/8,47.22,43.98,57.87
2021/9/9,47.22,43.98,57.87
2021/9/10,47.22,41.2,57.87
2021/9/11,47.22,41.2,57.87
2021/9/12,47.22,41.2,57.87
2021/9/13,47.22,41.2,61.57
2021/9/14,47.22,41.2,61.57
2021/9/15,47.22,41.2,61.57
2021/9/16,47.22,41.2,61.57
2021/9/17,47.22,41.2,61.57
2021/9/18,47.22,41.2,61.57
2021/9/19,47.22,41.2,61.57
2021/9/20,47.22,41.2,61.57
2021/9/21,47.22,41.2,61.57
2021/9/22,47.22,41.2,61.57
2021/9/23,47.22,41.2,61.57
2021/9/24,47.22,41.2,61.57
2021/9/25,47.22,41.2,61.57
2021/9/26,47.22,41.2,61.57
2021/9/27,50.93,41.2,61.57
2021/9/28,50.93,41.2,61.57
2021/9/29,50.93,41.2,61.57
2021/9/30,50.93,41.2,61.57
